city_ascii,admin_name,admin_name_ascii
Pallappalaiyam,Tamil N?du,Tamil Nadu
Jalhalli,Karn?taka,Karnataka
Paina,Bih?r,Bihar
Balua,Bih?r,Bihar
Mohgaon,Madhya Pradesh,Madhya Pradesh
Pandireddigudem,Andhra Pradesh,Andhra Pradesh
Pulla,Andhra Pradesh,Andhra Pradesh
Fatehpur,Bih?r,Bihar
Rasauli,Bih?r,Bihar
Charabidya,West Bengal,West Bengal
Turbihal,Karn?taka,Karnataka
Ajas,Jammu and Kashm?r,Jammu and Kashmir
Darasuram,Tamil N?du,Tamil Nadu
Neykkarappatti,Tamil N?du,Tamil Nadu
Dayalpur Sapha,Bih?r,Bihar
Baraon,Bih?r,Bihar
Neuri,Bih?r,Bihar
Fatehpur,Bih?r,Bihar
Barah,Bih?r,Bihar
Gangoli,Karn?taka,Karnataka
Peddakurapadu,Andhra Pradesh,Andhra Pradesh
Kalaiyamputtur,Tamil N?du,Tamil Nadu
Belpukur,West Bengal,West Bengal
Thara,Madhya Pradesh,Madhya Pradesh
Chandauli,Bih?r,Bihar
Sidhwan,Punjab,Punjab
Jalam,Mah?r?shtra,Maharashtra
Ghoradongri,Madhya Pradesh,Madhya Pradesh
Moviya,Gujar?t,Gujarat
Amauna,Bih?r,Bihar
Dammennu,Andhra Pradesh,Andhra Pradesh
Anandapuram,Tamil N?du,Tamil Nadu
Lohiyar Ujain,Bih?r,Bihar
Baduriatola,Jh?rkhand,Jharkhand
Kottapadi,Kerala,Kerala
Chhara,Hary?na,Haryana
Chawalhati,West Bengal,West Bengal
Kollipara,Andhra Pradesh,Andhra Pradesh
Chang,Hary?na,Haryana
Jianganj,Bih?r,Bihar
Sitalpur,Bih?r,Bihar
Barwat Pasrain,Bih?r,Bihar
Phulwaria,Bih?r,Bihar
Bachra,Jh?rkhand,Jharkhand
Lingamparti,Andhra Pradesh,Andhra Pradesh
Uppada,Andhra Pradesh,Andhra Pradesh
Palangarai,Tamil N?du,Tamil Nadu
Garhi,Madhya Pradesh,Madhya Pradesh
Kudangulam,Tamil N?du,Tamil Nadu
Jhaua,Bih?r,Bihar
Mirdaul,Bih?r,Bihar
Mulakaluru,Andhra Pradesh,Andhra Pradesh
Jaitpur,Bih?r,Bihar
Lakkavaram,Andhra Pradesh,Andhra Pradesh
Cherutana Tekku,Kerala,Kerala
Sakhmohan,Bih?r,Bihar
Rampur Shamchand,Bih?r,Bihar
Kachavaram,Andhra Pradesh,Andhra Pradesh
Atmakuru,Andhra Pradesh,Andhra Pradesh
Amarwa Khurd,Uttar Pradesh,Uttar Pradesh
Kalanaur,Punjab,Punjab
Karahal,Madhya Pradesh,Madhya Pradesh
Kankandighi,West Bengal,West Bengal
Vellakkinar,Tamil N?du,Tamil Nadu
Tirmaigiri,Andhra Pradesh,Andhra Pradesh
Gurgunta,Karn?taka,Karnataka
Sisauna,Bih?r,Bihar
Bairia,Bih?r,Bihar
Kalappalangulam,Tamil N?du,Tamil Nadu
Saghar Sultanpur,Bih?r,Bihar
Bagewadi,Mah?r?shtra,Maharashtra
Elavanasur,Tamil N?du,Tamil Nadu
Pentapadu Kasba,Andhra Pradesh,Andhra Pradesh
Kalavai,Tamil N?du,Tamil Nadu
Ringnod,Madhya Pradesh,Madhya Pradesh
Edattirutti,Kerala,Kerala
Koturkolkara,Kerala,Kerala
Alayaman,Kerala,Kerala
Tanakkangulam,Tamil N?du,Tamil Nadu
Mansapur,Bih?r,Bihar
Rehti,Madhya Pradesh,Madhya Pradesh
Mulaikkaraippatti,Tamil N?du,Tamil Nadu
Ganapavaram,Andhra Pradesh,Andhra Pradesh
Dhutauli,Bih?r,Bihar
Chinnasekkadu,Tamil N?du,Tamil Nadu
Daparkha,Bih?r,Bihar
Saunshi,Karn?taka,Karnataka
Vedappatti,Tamil N?du,Tamil Nadu
Rahika,Bih?r,Bihar
Bihariganj,Bih?r,Bihar
Sugauna,Bih?r,Bihar
Kallad,Kerala,Kerala
Janai,West Bengal,West Bengal
Meddappakkam,Tamil N?du,Tamil Nadu
Kadachchinallur,Tamil N?du,Tamil Nadu
Sattar,Bih?r,Bihar
Barhauna,Bih?r,Bihar
Kaul,Hary?na,Haryana
Mullassheri,Kerala,Kerala
Salempur,Bih?r,Bihar
Arakere,Karn?taka,Karnataka
Ganga,Punjab,Punjab
Ziro,Arun?chal Pradesh,Arunachal Pradesh
Bela Simri,Bih?r,Bihar
Bhagwanpur Khurd,Uttar Pradesh,Uttar Pradesh
Venkatagirikota,Andhra Pradesh,Andhra Pradesh
Bazidpur,Bih?r,Bihar
Yelmalla,Andhra Pradesh,Andhra Pradesh
Govindgarh,Madhya Pradesh,Madhya Pradesh
Kachchippalli,Tamil N?du,Tamil Nadu
Chinnakkampalaiyam,Tamil N?du,Tamil Nadu
Khuldabad,Mah?r?shtra,Maharashtra
Arohi,Him?chal Pradesh,Himachal Pradesh
Kurwa Mathia,Bih?r,Bihar
Lokapur,Karn?taka,Karnataka
Gaura,Bih?r,Bihar
Rampurwa,Bih?r,Bihar
Mallapur,Karn?taka,Karnataka
Jasauli,Bih?r,Bihar
Kannudaiyampatti,Tamil N?du,Tamil Nadu
Mudhol,Andhra Pradesh,Andhra Pradesh
Nangavalli,Tamil N?du,Tamil Nadu
Harpur Bochaha,Bih?r,Bihar
Nandyalampeta,Andhra Pradesh,Andhra Pradesh
Chodavaram,Andhra Pradesh,Andhra Pradesh
Chahatpur,Bih?r,Bihar
Bariyarpur,Bih?r,Bihar
Maheswa,Bih?r,Bihar
Anaikal,Kerala,Kerala
Maharajpur,Jh?rkhand,Jharkhand
Vadasseri,Tamil N?du,Tamil Nadu
Nawada Gobindganj,Bih?r,Bihar
Barud,Madhya Pradesh,Madhya Pradesh
Kolappalur,Tamil N?du,Tamil Nadu
Kamrej,Gujar?t,Gujarat
Maroli,Gujar?t,Gujarat
Begampur,West Bengal,West Bengal
Dharampur Bande,Bih?r,Bihar
Bahadurpur,Bih?r,Bihar
Majarhat,Bih?r,Bihar
Chinna Gollapalem,Andhra Pradesh,Andhra Pradesh
Mahabaleshwar,Mah?r?shtra,Maharashtra
Bandlaguda,Andhra Pradesh,Andhra Pradesh
Jami,Andhra Pradesh,Andhra Pradesh
Sonbarsa,Bih?r,Bihar
Duvvuru,Andhra Pradesh,Andhra Pradesh
Obalapuram,Andhra Pradesh,Andhra Pradesh
Emmiganuru,Karn?taka,Karnataka
Bakhtawarpur,Delhi,Delhi
Mahtha,Bih?r,Bihar
Pirnagar,Bih?r,Bihar
Bari,Bih?r,Bihar
Damarcherla,Andhra Pradesh,Andhra Pradesh
Sivalarkulam,Tamil N?du,Tamil Nadu
Madugula,Andhra Pradesh,Andhra Pradesh
Nirakpurpali,Bih?r,Bihar
Samai,Bih?r,Bihar
Battulapalle,Andhra Pradesh,Andhra Pradesh
Sante Bennur,Karn?taka,Karnataka
Peraiyur,Tamil N?du,Tamil Nadu
Bamhni,Madhya Pradesh,Madhya Pradesh
Manakondur,Andhra Pradesh,Andhra Pradesh
Alampur Gonpura,Bih?r,Bihar
Maniyur,Kerala,Kerala
Daharia,Bih?r,Bihar
Kotturu,Andhra Pradesh,Andhra Pradesh
Puduru,Andhra Pradesh,Andhra Pradesh
Mugutkhan Hubli,Karn?taka,Karnataka
Sheopuria,Uttar Pradesh,Uttar Pradesh
Tilari,Bih?r,Bihar
Awantipur,Jammu and Kashm?r,Jammu and Kashmir
Ponduru,Andhra Pradesh,Andhra Pradesh
Puttanattam,Tamil N?du,Tamil Nadu
Kakan,Bih?r,Bihar
Tenmalai,Tamil N?du,Tamil Nadu
Adukam,Kerala,Kerala
Kanniyambram,Kerala,Kerala
Naduhatti,Tamil N?du,Tamil Nadu
Kadiyampatti,Tamil N?du,Tamil Nadu
Sirur,Karn?taka,Karnataka
Jalpura,Bih?r,Bihar
Simri,Bih?r,Bihar
Motkur,Andhra Pradesh,Andhra Pradesh
Daipha,R?jasth?n,Rajasthan
Parigi,Andhra Pradesh,Andhra Pradesh
Chariyakulam,Kerala,Kerala
Kharak Kalan,Hary?na,Haryana
Garh Sisai,Bih?r,Bihar
Belagal,Andhra Pradesh,Andhra Pradesh
Muttanampalaiyam,Tamil N?du,Tamil Nadu
Angadikkal Tekkekara,Kerala,Kerala
Hosir,Jh?rkhand,Jharkhand
Khagra,Bih?r,Bihar
Minakshipuram,Tamil N?du,Tamil Nadu
Sami,Gujar?t,Gujarat
Mahuakheraganj,Uttar Pradesh,Uttar Pradesh
Koppal,Karn?taka,Karnataka
Chandwa,Jh?rkhand,Jharkhand
Karedu,Andhra Pradesh,Andhra Pradesh
Kamalapuram,Tamil N?du,Tamil Nadu
Appukkudal,Tamil N?du,Tamil Nadu
Tirukkattuppalli,Tamil N?du,Tamil Nadu
Mandramo,Jh?rkhand,Jharkhand
Nohsa,Bih?r,Bihar
Parasurampur,Karn?taka,Karnataka
Pilich,Bih?r,Bihar
Marikal,Andhra Pradesh,Andhra Pradesh
Devapur,Andhra Pradesh,Andhra Pradesh
Osian,R?jasth?n,Rajasthan
Lakhipur,Assam,Assam
Nakhtarana,Gujar?t,Gujarat
Turki,Bih?r,Bihar
Vandithavalam,Kerala,Kerala
Betma,Madhya Pradesh,Madhya Pradesh
Mahrail,Bih?r,Bihar
Mayamankurichchi,Tamil N?du,Tamil Nadu
Hansot,Gujar?t,Gujarat
Tola Khadda,Bih?r,Bihar
Nekaraje,Kerala,Kerala
Champadanga,West Bengal,West Bengal
Kewatgawan,Bih?r,Bihar
Savalgi,Karn?taka,Karnataka
Pannaikkadu,Tamil N?du,Tamil Nadu
Sattegalam,Karn?taka,Karnataka
Usmanpur,Bih?r,Bihar
Dhanupra,Bih?r,Bihar
Paithan Kawai,Bih?r,Bihar
Coringa,Andhra Pradesh,Andhra Pradesh
Zuvvaladinne,Andhra Pradesh,Andhra Pradesh
Gosaingaon,Bih?r,Bihar
Devsar,Hary?na,Haryana
Vikasnagar,Uttar?khand,Uttarakhand
Alwarkurichchi,Tamil N?du,Tamil Nadu
Kotwapatti Rampur,Bih?r,Bihar
Domahani,West Bengal,West Bengal
Thair,Mah?r?shtra,Maharashtra
Chabal Kalan,Punjab,Punjab
Tiruppalai,Tamil N?du,Tamil Nadu
Kathanian,Punjab,Punjab
Kuttiyeri,Kerala,Kerala
Shahpura,Madhya Pradesh,Madhya Pradesh
Bheja,Bih?r,Bihar
Zaladanki,Andhra Pradesh,Andhra Pradesh
Ranranagudipeta,Tamil N?du,Tamil Nadu
Lakshminarayanapuram,Tamil N?du,Tamil Nadu
Patiram,West Bengal,West Bengal
Guruvarajukuppam,Andhra Pradesh,Andhra Pradesh
Ahirauliya,Bih?r,Bihar
Harrai,Madhya Pradesh,Madhya Pradesh
Bhanas Hivre,Mah?r?shtra,Maharashtra
Hanumantanpatti,Tamil N?du,Tamil Nadu
Nelmadur,Tamil N?du,Tamil Nadu
Kankon,Goa,Goa
Gohpur,Assam,Assam
Bandalli,Karn?taka,Karnataka
Kallupatti,Tamil N?du,Tamil Nadu
Bairia,Bih?r,Bihar
Dhansura,Gujar?t,Gujarat
Titara,Bih?r,Bihar
Mallappulasseri,Kerala,Kerala
Baswariya,Bih?r,Bihar
Hullatti,Tamil N?du,Tamil Nadu
Kolattur,Andhra Pradesh,Andhra Pradesh
Maraiyur,Kerala,Kerala
Ponnai,Tamil N?du,Tamil Nadu
Buttayagudem,Andhra Pradesh,Andhra Pradesh
Payyanpalli,Kerala,Kerala
Kalingiyam,Tamil N?du,Tamil Nadu
Kamtaul,Bih?r,Bihar
Ammavarikuppam,Tamil N?du,Tamil Nadu
Tendukheda,Madhya Pradesh,Madhya Pradesh
Chennampatti,Tamil N?du,Tamil Nadu
Kallamalai,Kerala,Kerala
Attanur,Tamil N?du,Tamil Nadu
Panjipara,West Bengal,West Bengal
Sher,Bih?r,Bihar
Arma,Bih?r,Bihar
Shamsabad,Madhya Pradesh,Madhya Pradesh
Olagadam,Tamil N?du,Tamil Nadu
Allapalli,Mah?r?shtra,Maharashtra
Dharhara,Bih?r,Bihar
Moka,Karn?taka,Karnataka
Ichora,Andhra Pradesh,Andhra Pradesh
Nitte,Karn?taka,Karnataka
Tenambakkam,Tamil N?du,Tamil Nadu
Dubak,Andhra Pradesh,Andhra Pradesh
Koskapur,Bih?r,Bihar
Alampur,Madhya Pradesh,Madhya Pradesh
Bandwar,Bih?r,Bihar
Aphaur,Bih?r,Bihar
Periyakoduveri,Tamil N?du,Tamil Nadu
Kattukkottai,Tamil N?du,Tamil Nadu
Desri,Bih?r,Bihar
Navelim,Goa,Goa
Jankinagar,Bih?r,Bihar
Dasraha Bhograjpur,Bih?r,Bihar
Kozhinjampara,Kerala,Kerala
Kotia,Bih?r,Bihar
Chettipulam,Tamil N?du,Tamil Nadu
Pandalkudi,Tamil N?du,Tamil Nadu
Hasanpur,Bih?r,Bihar
Paikpar,Bih?r,Bihar
Kakching Khunou,,
Atmakur,Andhra Pradesh,Andhra Pradesh
Nawada,Bih?r,Bihar
Kot Shamir,Punjab,Punjab
Melavayi,Andhra Pradesh,Andhra Pradesh
Pebberu,Andhra Pradesh,Andhra Pradesh
Lodhikheda,Madhya Pradesh,Madhya Pradesh
Eraniel,Tamil N?du,Tamil Nadu
Hathwan,Bih?r,Bihar
Erumaippatti,Tamil N?du,Tamil Nadu
Yenkuvarigudem,Andhra Pradesh,Andhra Pradesh
Kulattur,Tamil N?du,Tamil Nadu
Baikunthpur,Madhya Pradesh,Madhya Pradesh
Polas,Andhra Pradesh,Andhra Pradesh
Sevur,Tamil N?du,Tamil Nadu
Dagmara,Bih?r,Bihar
Kamalnagar,Karn?taka,Karnataka
Paiker,West Bengal,West Bengal
Mekra,Bih?r,Bihar
Mahespur,West Bengal,West Bengal
Khujner,Madhya Pradesh,Madhya Pradesh
Eral,Tamil N?du,Tamil Nadu
Saiyan,Uttar Pradesh,Uttar Pradesh
Kallanai,Tamil N?du,Tamil Nadu
Doddanahalli,Karn?taka,Karnataka
Manamodu,Tamil N?du,Tamil Nadu
Neralakaje,Kerala,Kerala
Narala,Kerala,Kerala
Gopalnagar,West Bengal,West Bengal
Chamarru,Andhra Pradesh,Andhra Pradesh
Bhachhi Asli,Bih?r,Bihar
Karrapur,Madhya Pradesh,Madhya Pradesh
Ammapettai,Tamil N?du,Tamil Nadu
Dharmastala,Karn?taka,Karnataka
Pathra,Bih?r,Bihar
Puduvayal,Tamil N?du,Tamil Nadu
Hanur,Karn?taka,Karnataka
Chichli,Madhya Pradesh,Madhya Pradesh
Kumirimora,West Bengal,West Bengal
Ghogha,,
Lauriya Nandangarh,Bih?r,Bihar
Kolanpak,Andhra Pradesh,Andhra Pradesh
Kottagudi Muttanad,Tamil N?du,Tamil Nadu
Sabbavaram,Andhra Pradesh,Andhra Pradesh
Belwa,Bih?r,Bihar
Loiyo,Jh?rkhand,Jharkhand
Rudrur,Andhra Pradesh,Andhra Pradesh
Bukkapatnam,Andhra Pradesh,Andhra Pradesh
Mariyammanahalli,Karn?taka,Karnataka
Doranda,Jh?rkhand,Jharkhand
Turki,Bih?r,Bihar
Namchi,Sikkim,Sikkim
Karimkunnum,Kerala,Kerala
Saraiya,Bih?r,Bihar
Kuttur,Kerala,Kerala
Bhaisalotan,,
Uppukkottai,Tamil N?du,Tamil Nadu
Ghoradal,West Bengal,West Bengal
Srinagar,Bih?r,Bihar
Nemili,Tamil N?du,Tamil Nadu
Bhankarpur,Punjab,Punjab
Matala,Karn?taka,Karnataka
Kayattar,Tamil N?du,Tamil Nadu
Kottaya,Kerala,Kerala
Vannivedu,Tamil N?du,Tamil Nadu
Raipur,R?jasth?n,Rajasthan
Kalli Pachchhim,Uttar Pradesh,Uttar Pradesh
Gajhara,Bih?r,Bihar
Morab,Karn?taka,Karnataka
Raghopur,Bih?r,Bihar
Samadh Bhai,Punjab,Punjab
Kesarimangalam,Tamil N?du,Tamil Nadu
Panzgam,Jammu and Kashm?r,Jammu and Kashmir
Eklahra,Madhya Pradesh,Madhya Pradesh
Barsaun,Bih?r,Bihar
Vandamettu,Kerala,Kerala
Muthuswamipuram,Tamil N?du,Tamil Nadu
Mulug,Andhra Pradesh,Andhra Pradesh
Mangarwara,Bih?r,Bihar
Pachchaimalaiyankottai,Tamil N?du,Tamil Nadu
Mandu,Jh?rkhand,Jharkhand
Antri,Madhya Pradesh,Madhya Pradesh
Velair,Andhra Pradesh,Andhra Pradesh
Kuzhippilli,Kerala,Kerala
Kharar,West Bengal,West Bengal
Champahati,West Bengal,West Bengal
Ladol,Gujar?t,Gujarat
Pulakurti,Andhra Pradesh,Andhra Pradesh
Sonupur,Bih?r,Bihar
Punnila,Kerala,Kerala
Yedtare,Karn?taka,Karnataka
Bharweli,Madhya Pradesh,Madhya Pradesh
Datoda,Madhya Pradesh,Madhya Pradesh
Manegaon,Madhya Pradesh,Madhya Pradesh
Kirippatti,Tamil N?du,Tamil Nadu
Bhairapura,Karn?taka,Karnataka
Anndevarapeta,Andhra Pradesh,Andhra Pradesh
Pillanallur,Tamil N?du,Tamil Nadu
Narhat,Bih?r,Bihar
Papampeta,Andhra Pradesh,Andhra Pradesh
Ganapatipalaiyam,Tamil N?du,Tamil Nadu
Mugalivakkam,Tamil N?du,Tamil Nadu
Kodusseri,Kerala,Kerala
Birdaban,Bih?r,Bihar
Rampur Kudarkatti,Bih?r,Bihar
Nihal Singhwala,Punjab,Punjab
Viswanathaperi,Tamil N?du,Tamil Nadu
Bhagwanpur Desua,Bih?r,Bihar
Kesabpur,West Bengal,West Bengal
Dhaula,Punjab,Punjab
Khanpur,Bih?r,Bihar
Bishnah,Jammu and Kashm?r,Jammu and Kashmir
Bharokhara,Bih?r,Bihar
Pharkia,Bih?r,Bihar
Nattarampalli,Tamil N?du,Tamil Nadu
Trimbak,Mah?r?shtra,Maharashtra
Chalgeri,Karn?taka,Karnataka
Bangawan,Bih?r,Bihar
Goner,R?jasth?n,Rajasthan
Sarmastpur,Bih?r,Bihar
Vilangurichchi,Tamil N?du,Tamil Nadu
Manne Ekeli,Karn?taka,Karnataka
Bagra,R?jasth?n,Rajasthan
Pittalavanipalem,Andhra Pradesh,Andhra Pradesh
Mettuppalaiyam,Tamil N?du,Tamil Nadu
Karvetnagar,Andhra Pradesh,Andhra Pradesh
Paramanandal,Tamil N?du,Tamil Nadu
Sabaur,Bih?r,Bihar
Edamon,Kerala,Kerala
Gulni,Bih?r,Bihar
Chudamani,Odisha,Odisha
Utehia,Uttar Pradesh,Uttar Pradesh
Kumarkhali,West Bengal,West Bengal
Velivennu,Andhra Pradesh,Andhra Pradesh
Balha,Bih?r,Bihar
Sahtah,Bih?r,Bihar
Kulasekarapatnam,Tamil N?du,Tamil Nadu
Singhbari,West Bengal,West Bengal
Viyapuram,Kerala,Kerala
Basantpur,Bih?r,Bihar
Huvin Hippargi,Karn?taka,Karnataka
Tarhala,Mah?r?shtra,Maharashtra
Pinneli,Andhra Pradesh,Andhra Pradesh
Dahivel,Mah?r?shtra,Maharashtra
Jai,Uttar Pradesh,Uttar Pradesh
Ramachandrapuram,Andhra Pradesh,Andhra Pradesh
Sadalgi,Karn?taka,Karnataka
Halgar,Mah?r?shtra,Maharashtra
Arni ka Khera,R?jasth?n,Rajasthan
Khanda,Hary?na,Haryana
Arutla,Andhra Pradesh,Andhra Pradesh
Talen,Madhya Pradesh,Madhya Pradesh
Doranala,Andhra Pradesh,Andhra Pradesh
Mugdampalli,Andhra Pradesh,Andhra Pradesh
Husepur,Bih?r,Bihar
Tundhul,Jh?rkhand,Jharkhand
Kaviti,Andhra Pradesh,Andhra Pradesh
Pata Putrela,Andhra Pradesh,Andhra Pradesh
Siruvachchur,Tamil N?du,Tamil Nadu
Minnal,Tamil N?du,Tamil Nadu
Rasingapuram,Tamil N?du,Tamil Nadu
Hathauri,Bih?r,Bihar
Marauatpur,Bih?r,Bihar
Malthone,Madhya Pradesh,Madhya Pradesh
Tetagunta,Andhra Pradesh,Andhra Pradesh
Taran,Bih?r,Bihar
Saksohara,Bih?r,Bihar
Viralippatti,Tamil N?du,Tamil Nadu
Awankh,Punjab,Punjab
Karaund,Bih?r,Bihar
Adalaj,Gujar?t,Gujarat
Pudur,Tamil N?du,Tamil Nadu
Noria,Jammu and Kashm?r,Jammu and Kashmir
Vijayapati,Tamil N?du,Tamil Nadu
Jadayampalaiyam,Tamil N?du,Tamil Nadu
Sondho Dullah,Bih?r,Bihar
Konaje,Karn?taka,Karnataka
Amarapuuram,Andhra Pradesh,Andhra Pradesh
Umri,Madhya Pradesh,Madhya Pradesh
Khem Karan,Punjab,Punjab
Parappukara,Kerala,Kerala
Dhanauri,Hary?na,Haryana
Chaital,West Bengal,West Bengal
Pedda Adsarlapalli,Andhra Pradesh,Andhra Pradesh
Mullurkara,Kerala,Kerala
Mandasa,Andhra Pradesh,Andhra Pradesh
Bilauri,Bih?r,Bihar
Hatod,Madhya Pradesh,Madhya Pradesh
Paramankurichi,Tamil N?du,Tamil Nadu
Edattala,Kerala,Kerala
Bairo,Bih?r,Bihar
Kotla,Jammu and Kashm?r,Jammu and Kashmir
Tanakallu,Andhra Pradesh,Andhra Pradesh
Kirikera,Andhra Pradesh,Andhra Pradesh
Mamarappatti,Tamil N?du,Tamil Nadu
Chandpura,Bih?r,Bihar
Ambatturai,Tamil N?du,Tamil Nadu
Ajjanahalli,Tamil N?du,Tamil Nadu
Chinna Orampadu,Andhra Pradesh,Andhra Pradesh
Bhansia,Bih?r,Bihar
Enamadala,Andhra Pradesh,Andhra Pradesh
Belur,Tamil N?du,Tamil Nadu
Gundugolanu,Andhra Pradesh,Andhra Pradesh
Shamshernagar,Bih?r,Bihar
Pakra,Bih?r,Bihar
Nagar,West Bengal,West Bengal
Mayiladi,Tamil N?du,Tamil Nadu
Mangalampudur,Tamil N?du,Tamil Nadu
Kamlapur,Karn?taka,Karnataka
Puliyampatti,Tamil N?du,Tamil Nadu
Prattipadu,Andhra Pradesh,Andhra Pradesh
Mehsari,Bih?r,Bihar
Rudrangi,Andhra Pradesh,Andhra Pradesh
Meral,Jh?rkhand,Jharkhand
Malar,Bih?r,Bihar
Khajuri,Bih?r,Bihar
Chainpur,Bih?r,Bihar
Avadattur,Tamil N?du,Tamil Nadu
Pedda Vegi,Andhra Pradesh,Andhra Pradesh
Denduluru,Andhra Pradesh,Andhra Pradesh
Vellallur,Kerala,Kerala
Bibipet,Andhra Pradesh,Andhra Pradesh
Kalipatnam,Andhra Pradesh,Andhra Pradesh
Angalakurichchi,Tamil N?du,Tamil Nadu
Chero,Bih?r,Bihar
Lahra Muhabbat,Punjab,Punjab
Guabari,Bih?r,Bihar
Itamati,Odisha,Odisha
Sirsia Hanumanganj,Bih?r,Bihar
Bataredh,Bih?r,Bihar
Ratanpur,Bih?r,Bihar
Premnagar,Uttar?khand,Uttarakhand
Korahia,Bih?r,Bihar
Rasulpur,Bih?r,Bihar
Barokhar,Uttar Pradesh,Uttar Pradesh
Wargal,Andhra Pradesh,Andhra Pradesh
Tikar,Madhya Pradesh,Madhya Pradesh
Holalu,Karn?taka,Karnataka
Parsa,Bih?r,Bihar
Kakalur,Tamil N?du,Tamil Nadu
Thogapalle,Andhra Pradesh,Andhra Pradesh
Beladi,Karn?taka,Karnataka
Srirampuram,Tamil N?du,Tamil Nadu
Biknur,Andhra Pradesh,Andhra Pradesh
Vegarai,Tamil N?du,Tamil Nadu
Roda,Punjab,Punjab
Sahasmal,Bih?r,Bihar
Khansahibpuram,Tamil N?du,Tamil Nadu
Sipalakottai,Tamil N?du,Tamil Nadu
Kotha Guru,Punjab,Punjab
Owk,Andhra Pradesh,Andhra Pradesh
Jaitwar,Madhya Pradesh,Madhya Pradesh
Kornepadu,Andhra Pradesh,Andhra Pradesh
Annakattumula,Kerala,Kerala
Pastpar,Bih?r,Bihar
Sher Muhammadpuram,Andhra Pradesh,Andhra Pradesh
Agadi,Karn?taka,Karnataka
Rajaram,Andhra Pradesh,Andhra Pradesh
Tiruvadanai,Tamil N?du,Tamil Nadu
Samalpatti,Tamil N?du,Tamil Nadu
Padinjaremuri,Kerala,Kerala
Murukondapadu,Andhra Pradesh,Andhra Pradesh
Ganapavaram,Andhra Pradesh,Andhra Pradesh
Abhia,Bih?r,Bihar
Chinaval,Mah?r?shtra,Maharashtra
Konand,Bih?r,Bihar
Chaltabaria,West Bengal,West Bengal
Vengavasal,Tamil N?du,Tamil Nadu
Chintapalle,Andhra Pradesh,Andhra Pradesh
Dinara,Bih?r,Bihar
Hardiya,Bih?r,Bihar
Cossimbazar,West Bengal,West Bengal
Baghauni,Bih?r,Bihar
Nellipoyil,Kerala,Kerala
Chundal,Kerala,Kerala
Auta,Bih?r,Bihar
Nandimandalam,Andhra Pradesh,Andhra Pradesh
Sindalakkundu,Tamil N?du,Tamil Nadu
Bithan,Bih?r,Bihar
Semri,Bih?r,Bihar
Rattihalli,Karn?taka,Karnataka
Chakai,Bih?r,Bihar
Sengurichchi,Tamil N?du,Tamil Nadu
Ujhana,Hary?na,Haryana
Olhanpur,Bih?r,Bihar
Tibbar,Punjab,Punjab
Vellar,Tamil N?du,Tamil Nadu
Barkagaon,Jh?rkhand,Jharkhand
Mallikkundam,Tamil N?du,Tamil Nadu
Malial,Andhra Pradesh,Andhra Pradesh
Venkidanga,Kerala,Kerala
Tirodi,Madhya Pradesh,Madhya Pradesh
Sothgaon,Bih?r,Bihar
Vilandai,Tamil N?du,Tamil Nadu
Bokakhat,Assam,Assam
Talakad,Karn?taka,Karnataka
Kautalam,Andhra Pradesh,Andhra Pradesh
Nellipaka,Andhra Pradesh,Andhra Pradesh
Keolari,Madhya Pradesh,Madhya Pradesh
Karanchedu,Andhra Pradesh,Andhra Pradesh
Bayyanagudem,Andhra Pradesh,Andhra Pradesh
Elavalli,Kerala,Kerala
Chittattukara,Kerala,Kerala
Narasapuram,Andhra Pradesh,Andhra Pradesh
Bagaura,Bih?r,Bihar
Bhainsahi,Bih?r,Bihar
Allur,Andhra Pradesh,Andhra Pradesh
Nandavaram,Andhra Pradesh,Andhra Pradesh
Panamaram,Kerala,Kerala
Sukurhutu,Jh?rkhand,Jharkhand
Lakri,Bih?r,Bihar
Samesi,Uttar Pradesh,Uttar Pradesh
Fatehabad,Bih?r,Bihar
Kattakampala,Kerala,Kerala
Isapur,Bih?r,Bihar
Kizhakkanela,Kerala,Kerala
Dhanaura,Bih?r,Bihar
Kunkalagunta,Andhra Pradesh,Andhra Pradesh
Sonada,West Bengal,West Bengal
Karmauli,Bih?r,Bihar
Siur,Bih?r,Bihar
Dammapeta,Andhra Pradesh,Andhra Pradesh
Pongode,Andhra Pradesh,Andhra Pradesh
Chebrolu,Andhra Pradesh,Andhra Pradesh
Kallakkudi,Tamil N?du,Tamil Nadu
Nawa Nagar Nizamat,Bih?r,Bihar
Mahta,Punjab,Punjab
Nallur,Karn?taka,Karnataka
Kotra,West Bengal,West Bengal
Baghambarpur,Bih?r,Bihar
Betmangala,Karn?taka,Karnataka
Rayavaram,Andhra Pradesh,Andhra Pradesh
Sewai,Jh?rkhand,Jharkhand
Kolnad,Karn?taka,Karnataka
Devipattinam,Tamil N?du,Tamil Nadu
Aduru,Kerala,Kerala
Renapur,Mah?r?shtra,Maharashtra
Guraahai,Jammu and Kashm?r,Jammu and Kashmir
Halsur,Karn?taka,Karnataka
Ankli,Karn?taka,Karnataka
Khimlasa,Madhya Pradesh,Madhya Pradesh
Morur,Tamil N?du,Tamil Nadu
Vadakkumbagam,Kerala,Kerala
Kurabalakota,Andhra Pradesh,Andhra Pradesh
Yercaud,Tamil N?du,Tamil Nadu
Gopalapuram,Andhra Pradesh,Andhra Pradesh
Naigarhi,Madhya Pradesh,Madhya Pradesh
Jethuli,Bih?r,Bihar
